Source;Target;Type
'19567';LNL;Undirected
'19567';KYN;Undirected
'19567';BSR;Undirected
'19567';VAPI;Undirected
'19567';BL;Undirected
'19567';ST;Undirected
'19567';BH;Undirected
'19567';BRC;Undirected
'19567';ANND;Undirected
'19567';ND;Undirected
'19567';ADI;Undirected
'19567';VG;Undirected
'19567';RJT;Undirected
'19567';JAM;Undirected
'19567';KMBL;Undirected
'19567';DWK;Undirected
'19567';OKHA;Undirected
'19568';OKHA;Undirected
'19568';DWK;Undirected
'19568';KMBL;Undirected
'19568';JAM;Undirected
'19568';RJT;Undirected
'19568';VG;Undirected
'19568';ADI;Undirected
'19568';ND;Undirected
'19568';ANND;Undirected
'19568';BRC;Undirected
'19568';BH;Undirected
'19568';ST;Undirected
'19568';BL;Undirected
'19568';VAPI;Undirected
'19568';BSR;Undirected
'19568';KYN;Undirected
'19568';LNL;Undirected
'19568';PUNE;Undirected
'19568';SUR;Undirected
'19568';GR;Undirected
'19568';WADI;Undirected
'19568';RC;Undirected
'19568';MALM;Undirected
'19568';AD;Undirected
'19568';GTL;Undirected
'19568';ATP;Undirected
'19568';DMM;Undirected
'19568';HUP;Undirected
'19568';YNK;Undirected
'19568';KJM;Undirected
'19568';BWT;Undirected
'19568';SA;Undirected
'19568';ED;Undirected
'19568';KRR;Undirected
'19568';DG;Undirected
'19568';MDU;Undirected
'19568';VPT;Undirected
'19568';SRT;Undirected
'19568';CVP;Undirected
'19568';MEJ;Undirected
'19568';TN;Undirected
'19569';OKHA;Undirected
'19569';DWK;Undirected
'19569';KMBL;Undirected
'19569';JAM;Undirected
'19569';HAPA;Undirected
'19569';RJT;Undirected
'19569';SUNR;Undirected
'19569';VG;Undirected
'19569';ADI;Undirected
'19569';ANND;Undirected
'19569';BRC;Undirected
'19569';RTM;Undirected
'19569';NAD;Undirected
'19569';KOTA;Undirected
'19569';SWM;Undirected
'19569';GGC;Undirected
'19569';AF;Undirected
'19569';TDL;Undirected
'19569';CNB;Undirected
'19569';ALD;Undirected
'19569';JNH;Undirected
'19569';BOY;Undirected
'19569';BSB;Undirected
'19570';BSB;Undirected
'19570';BOY;Undirected
'19570';JNH;Undirected
'19570';ALD;Undirected
'19570';CNB;Undirected
'19570';TDL;Undirected
'19570';AF;Undirected
'19570';GGC;Undirected
'19570';SWM;Undirected
'19570';KOTA;Undirected
'19570';NAD;Undirected
'19570';RTM;Undirected
'19570';BRC;Undirected
'19570';ANND;Undirected
'19570';ADI;Undirected
'19570';VG;Undirected
'19570';SUNR;Undirected
'19570';RJT;Undirected
'19570';HAPA;Undirected
'19570';JAM;Undirected
'19570';KMBL;Undirected
'19570';DWK;Undirected
'19570';OKHA;Undirected
'19573';OKHA;Undirected
'19573';DWK;Undirected
'19573';KMBL;Undirected
'19573';JAM;Undirected
'19573';HAPA;Undirected
'19573';RJT;Undirected
'19573';SUNR;Undirected
'19573';VG;Undirected
'19573';MSH;Undirected
'19573';PNU;Undirected
'19573';ABR;Undirected
'19573';JWB;Undirected
'19573';FA;Undirected
'19573';MJ;Undirected
'19573';SOD;Undirected
'19573';BER;Undirected
'19573';AII;Undirected
'19573';KSG;Undirected
'19573';FL;Undirected
'19573';JP;Undirected
'19574';JP;Undirected
'19574';FL;Undirected
'19574';KSG;Undirected
'19574';AII;Undirected
'19574';BER;Undirected
'19574';SOD;Undirected
'19574';MJ;Undirected
'19574';FA;Undirected
'19574';JWB;Undirected
'19574';ABR;Undirected
'19574';PNU;Undirected
'19574';MSH;Undirected
'19574';VG;Undirected
'19574';SUNR;Undirected
'19574';RJT;Undirected
'19574';HAPA;Undirected
'19574';JAM;Undirected
'19574';KMBL;Undirected
'19574';DWK;Undirected
'19574';OKHA;Undirected
'19575';OKHA;Undirected
'19575';DWK;Undirected
'19575';KMBL;Undirected
'19575';JAM;Undirected
'19575';HAPA;Undirected
'19575';RJT;Undirected
'19575';WKR;Undirected
'19575';SUNR;Undirected
'19575';ADI;Undirected
'19575';ND;Undirected
'19575';ANND;Undirected
'19575';BRC;Undirected
'19575';DHD;Undirected
'19575';RTM;Undirected
'19575';MDS;Undirected
'19575';NMH;Undirected
'19575';COR;Undirected
'19575';MVJ;Undirected
'19575';NDT;Undirected
'19576';NDT;Undirected
'19576';MVJ;Undirected
'19576';COR;Undirected
'19576';NMH;Undirected
'19576';MDS;Undirected
'19576';RTM;Undirected
'19576';DHD;Undirected
'19576';BRC;Undirected
'19576';ANND;Undirected
'19576';ND;Undirected
'19576';ADI;Undirected
'19576';SUNR;Undirected
'19576';WKR;Undirected
'19576';RJT;Undirected
'19576';HAPA;Undirected
'19576';JAM;Undirected
'19576';KMBL;Undirected
'19576';DWK;Undirected
'19576';OKHA;Undirected
'19577';TEN;Undirected
'19577';NJT;Undirected
'19577';TVC;Undirected
'19577';QLN;Undirected
'19577';KYJ;Undirected
'19577';ALLP;Undirected
'19577';ERS;Undirected
'19577';AWY;Undirected
'19577';TCR;Undirected
'19577';SRR;Undirected
'19577';CLT;Undirected
'19577';CAN;Undirected
'19577';KGQ;Undirected
'19577';MAJN;Undirected
'19577';TOK;Undirected
'19577';UD;Undirected
'19577';KAWR;Undirected
'19577';MAO;Undirected
'19577';RN;Undirected
'19577';PNVL;Undirected
'19577';BSR;Undirected
'19577';VAPI;Undirected
'19577';ST;Undirected
'19577';AKV;Undirected
'19577';BRC;Undirected
'19577';ADI;Undirected
'19577';SUNR;Undirected
'19577';RJT;Undirected
'19577';HAPA;Undirected
'19578';HAPA;Undirected
'19578';RJT;Undirected
'19578';SUNR;Undirected
'19578';ADI;Undirected
'19578';BRC;Undirected
'19578';AKV;Undirected
'19578';ST;Undirected
'19578';VAPI;Undirected
'19578';BSR;Undirected
'19578';PNVL;Undirected
'19578';RN;Undirected
'19578';MAO;Undirected
'19578';KAWR;Undirected
'19578';UD;Undirected
'19578';MAJN;Undirected
'19578';KGQ;Undirected
'19578';CAN;Undirected
'19578';CLT;Undirected
'19578';SRR;Undirected
'19578';TCR;Undirected
'19578';AWY;Undirected
'19578';ERS;Undirected
'19578';ALLP;Undirected
'19578';KYJ;Undirected
'19578';QLN;Undirected
'19578';TVC;Undirected
'19578';NJT;Undirected
'19578';TEN;Undirected
'19579';RJT;Undirected
'19579';WKR;Undirected
'19579';SUNR;Undirected
'19579';VG;Undirected
'19579';MSH;Undirected
'19579';PNU;Undirected
'19579';ABR;Undirected
'19579';SOH;Undirected
'19579';FA;Undirected
'19579';MJ;Undirected
'19579';BER;Undirected
'19579';AII;Undirected
'19579';KSG;Undirected
'19579';FL;Undirected
'19579';JP;Undirected
'19579';GADJ;Undirected
'19579';DO;Undirected
'19579';BKI;Undirected
'19579';AWR;Undirected
'19579';KRH;Undirected
'19579';RE;Undirected
'19579';GGN;Undirected
'19579';DEC;Undirected
'19579';DEE;Undirected
'19580';DEE;Undirected
'19580';SUNR;Undirected
'19580';DEC;Undirected
'19580';SRGT;Undirected
'19580';GGN;Undirected
'19580';JVN;Undirected
'19580';JVN;Undirected
'19580';RE;Undirected
'19580';WC;Undirected
'19580';KRH;Undirected
'19580';LM;Undirected
'19580';AWR;Undirected
'19580';CDA;Undirected
'19580';BKI;Undirected
'19580';RUR;Undirected
'19580';BTD;Undirected
'19580';DO;Undirected
'19580';GADJ;Undirected
'19580';LTD;Undirected
'19580';JP;Undirected
'19580';NGA;Undirected
'19580';ALMR;Undirected
'19580';FL;Undirected
'19580';KSG;Undirected
'19580';UJ;Undirected
'19580';AII;Undirected
'19580';DLJ;Undirected
'19580';BER;Undirected
'19580';SOA;Undirected
'19580';MJ;Undirected
'19580';SGD;Undirected
'19580';FA;Undirected
'19580';SOJN;Undirected
'19580';KDMR;Undirected
'19580';SOH;Undirected
'19580';ABR;Undirected
'19580';VTJ;Undirected
'19580';BVP;Undirected
'19580';PNU;Undirected
'19580';BVC;Undirected
'19580';MSH;Undirected
'19580';VG;Undirected
'19580';SUNR;Undirected
'19580';WKR;Undirected
'19580';RJT;Undirected
'19601';UDZ;Undirected
'19601';RPZ;Undirected
'19601';MVJ;Undirected
'19601';KIN;Undirected
'19601';COR;Undirected
'19601';BHL;Undirected
'19601';BJNR;Undirected
'19601';NSD;Undirected
'19601';AII;Undirected
'19601';JP;Undirected
'19601';AWR;Undirected
'19601';RE;Undirected
'19601';GGN;Undirected
'19601';DEC;Undirected
'19601';DLI;Undirected
'19601';MB;Undirected
'19601';LKO;Undirected
'19601';BBK;Undirected
'19601';GKP;Undirected
'19601';DEOS;Undirected
'19601';SV;Undirected
'19601';CPR;Undirected
'19601';HJP;Undirected
'19601';MFP;Undirected
'19601';SPJ;Undirected
'19601';KGG;Undirected
'19601';KIR;Undirected
'19601';KNE;Undirected
'19601';NJP;Undirected
'19602';NJP;Undirected
'19602';KNE;Undirected
'19602';KIR;Undirected
'19602';KGG;Undirected
'19602';SPJ;Undirected
'19602';MFP;Undirected
'19602';HJP;Undirected
'19602';CPR;Undirected
'19602';SV;Undirected
'19602';DEOS;Undirected
'19602';GKP;Undirected
'19602';BBK;Undirected
'19602';LKO;Undirected
'19602';MB;Undirected
'19602';DLI;Undirected
'19602';DEC;Undirected
'19602';GGN;Undirected
'19602';RE;Undirected
'19602';AWR;Undirected
'19602';JP;Undirected
'19602';AII;Undirected
'19602';NSD;Undirected
'19602';BJNR;Undirected
'19602';BHL;Undirected
'19602';COR;Undirected
'19602';KIN;Undirected
'19602';MVJ;Undirected
'19602';RPZ;Undirected
'19602';UDZ;Undirected
'19607';KOAA;Undirected
'19607';NH;Undirected
'19607';BDC;Undirected
'19607';BWN;Undirected
'19607';DGR;Undirected
'19607';RNG;Undirected
'19607';ASN;Undirected
'19607';DHN;Undirected
'19607';BRKA;Undirected
'19607';DTO;Undirected
'19607';GHD;Undirected
'19607';RNQ;Undirected
'19607';CPU;Undirected
'19607';SGRL;Undirected
'19607';BEHR;Undirected
'19607';KMZ;Undirected
'19607';DMO;Undirected
'19607';SGO;Undirected
'19607';MNV;Undirected
'19607';ASKN;Undirected
'19607';GUNA;Undirected
'19607';KOTA;Undirected
'19607';BUDI;Undirected
'19607';COR;Undirected
'19607';BHL;Undirected
'19607';AII;Undirected
'19608';AII;Undirected
'19608';BHL;Undirected
'19608';CNA;Undirected
'19608';COR;Undirected
'19608';BUDI;Undirected
'19608';KOTA;Undirected
'19608';GUNA;Undirected
'19608';ASKN;Undirected
'19608';MNV;Undirected
'19608';SGO;Undirected
'19608';DMO;Undirected
'19608';KMZ;Undirected
'19608';BEHR;Undirected
'19608';SGRL;Undirected
'19608';CPU;Undirected
'19608';RNQ;Undirected
'19608';GHD;Undirected
'19608';DTO;Undirected
'19608';BRKA;Undirected
'19608';DHN;Undirected
'19608';ASN;Undirected
'19608';RNG;Undirected
'19608';DGR;Undirected
'19608';BWN;Undirected
'19608';BDC;Undirected
'19608';NH;Undirected
'19608';KOAA;Undirected
'19609';AII;Undirected
'19609';KSG;Undirected
'19609';NRI;Undirected
'19609';FL;Undirected
'19609';JOB;Undirected
'19609';JP;Undirected
'19609';GADJ;Undirected
'19609';DO;Undirected
'19609';BKI;Undirected
'19609';AWR;Undirected
'19609';RE;Undirected
'19609';DLI;Undirected
'19609';DSA;Undirected
'19609';BTU;Undirected
'19609';SMQL;Undirected
'19609';TPZ;Undirected
'19609';RK;Undirected
'19609';HW;Undirected
'19610';HW;Undirected
'19610';RK;Undirected
'19610';TPZ;Undirected
'19610';SMQL;Undirected
'19610';BTU;Undirected
'19610';DSA;Undirected
'19610';DLI;Undirected
'19610';RE;Undirected
'19610';AWR;Undirected
'19610';BKI;Undirected
'19610';DO;Undirected
'19610';GADJ;Undirected
'19610';JP;Undirected
'19610';JOB;Undirected
'19610';FL;Undirected
'19610';NRI;Undirected
'19610';KSG;Undirected
'19610';AII;Undirected
'19611';AII;Undirected
'19611';KSG;Undirected
'19611';NRI;Undirected
'19611';FL;Undirected
'19611';JP;Undirected
'19611';GADJ;Undirected
'19611';GTJT;Undirected
'19611';DO;Undirected
'19611';BKI;Undirected
'19611';BU;Undirected
'19611';RHG;Undirected
'19611';AWR;Undirected
'19611';KRH;Undirected
'19611';RE;Undirected
'19611';CKD;Undirected
'19611';BNW;Undirected
'19611';HSR;Undirected
'19611';SSA;Undirected
'19611';KNL;Undirected
'19611';BTI;Undirected
'19611';GJUT;Undirected
'19611';KKP;Undirected
'19611';FDK;Undirected
'19611';FZR;Undirected
'19611';TWB;Undirected
'19611';MOGA;Undirected
'19611';JGN;Undirected
'19611';LDH;Undirected
'19611';PGW;Undirected
'19611';JUC;Undirected
'19611';BEAS;Undirected
'19611';ASR;Undirected
'19612';ASR;Undirected
'19612';BEAS;Undirected
'19612';JUC;Undirected
'19612';PGW;Undirected
'19612';LDH;Undirected
'19612';JGN;Undirected
'19612';MOGA;Undirected
'19612';TWB;Undirected
'19612';FZR;Undirected
'19612';FDK;Undirected
'19612';KKP;Undirected
'19612';GJUT;Undirected
'19612';BTI;Undirected
'19612';KNL;Undirected
'19612';SSA;Undirected
'19612';HSR;Undirected
'19612';BNW;Undirected
'19612';CKD;Undirected
'19612';RE;Undirected
'19612';KRH;Undirected
'19612';AWR;Undirected
'19612';RHG;Undirected
'19612';BU;Undirected
'19612';BKI;Undirected
'19612';DO;Undirected
'19612';GTJT;Undirected
'19612';GADJ;Undirected
'19612';JP;Undirected
'19612';FL;Undirected
'19612';KSG;Undirected
'19612';AII;Undirected
'19613';AII;Undirected
'19613';KSG;Undirected
'19613';NRI;Undirected
'19613';FL;Undirected
'19613';JP;Undirected
'19613';GADJ;Undirected
'19613';GTJT;Undirected
'19613';DO;Undirected
'19613';BKI;Undirected
'19613';BU;Undirected
'19613';RHG;Undirected
'19613';AWR;Undirected
'19613';KRH;Undirected
'19613';RE;Undirected
'19613';CKD;Undirected
'19613';BNW;Undirected
'19613';HSR;Undirected
'19613';JHL;Undirected
'19613';SFM;Undirected
'19613';SAG;Undirected
'19613';DUI;Undirected
'19613';MET;Undirected
'19613';LDH;Undirected
'19613';PGW;Undirected
'19613';JUC;Undirected
'19613';BEAS;Undirected
'19613';ASR;Undirected
'19614';ASR;Undirected
'19614';BEAS;Undirected
'19614';JUC;Undirected
'19614';PGW;Undirected
'19614';LDH;Undirected
'19614';MET;Undirected
'19614';DUI;Undirected
'19614';SAG;Undirected
'19614';SFM;Undirected
'19614';JHL;Undirected
'19614';HSR;Undirected
'19614';BNW;Undirected
'19614';CKD;Undirected
'19614';RE;Undirected
'19614';KRH;Undirected
'19614';AWR;Undirected
'19614';RHG;Undirected
'19614';BU;Undirected
'19614';BKI;Undirected
'19614';DO;Undirected
'19614';GTJT;Undirected
'19614';GADJ;Undirected
'19614';JP;Undirected
'19614';FL;Undirected
'19614';NRI;Undirected
'19614';KSG;Undirected
'19614';AII;Undirected
'19653';RTM;Undirected
'19653';NLI;Undirected
'19653';JAO;Undirected
'19653';DOD;Undirected
'19653';DLD;Undirected
'19653';MDS;Undirected
'19653';PIP;Undirected
'19653';MLG;Undirected
'19653';NMH;Undirected
'19653';JWO;Undirected
'19653';NBH;Undirected
'19653';SMP;Undirected
'19653';COR;Undirected
'19653';CNA;Undirected
'19653';GGR;Undirected
'19653';HMG;Undirected
'19653';BHL;Undirected
'19653';SSR;Undirected
'19653';BJNR;Undirected
'19653';NSD;Undirected
'19653';AII;Undirected
'19654';AII;Undirected
'19654';NSD;Undirected
'19654';BJNR;Undirected
'19654';SSR;Undirected
'19654';BHL;Undirected
'19654';HMG;Undirected
'19654';GGR;Undirected
'19654';CNA;Undirected
'19654';COR;Undirected
'19654';SMP;Undirected
'19654';NBH;Undirected
'19654';JWO;Undirected
'19654';NMH;Undirected
'19654';MLG;Undirected
'19654';PIP;Undirected
'19654';MDS;Undirected
'19654';DLD;Undirected
'19654';DOD;Undirected
'19654';JAO;Undirected
'19654';NLI;Undirected
'19654';RTM;Undirected
'19659';SHM;Undirected
'19659';SRC;Undirected
'19659';KGP;Undirected
'19659';TATA;Undirected
'19659';CKP;Undirected
'19659';ROU;Undirected
'19659';JSG;Undirected
'19659';RIG;Undirected
'19659';CPH;Undirected
'19659';BSP;Undirected
'19659';PND;Undirected
'19659';APR;Undirected
'19659';SDL;Undirected
'19659';KMZ;Undirected
'19659';DMO;Undirected
'19659';SGO;Undirected
'19659';MAKR;Undirected
'19659';GUNA;Undirected
'19659';KOTA;Undirected
'19659';BUDI;Undirected
'19659';COR;Undirected
'19659';MVJ;Undirected
'19659';RPZ;Undirected
'19659';UDZ;Undirected
'19660';UDZ;Undirected
'19660';RPZ;Undirected
'19660';MVJ;Undirected
'19660';COR;Undirected
'19660';BUDI;Undirected
'19660';KOTA;Undirected
'19660';GUNA;Undirected
'19660';SGO;Undirected
'19660';DMO;Undirected
'19660';KMZ;Undirected
'19660';SDL;Undirected
'19660';APR;Undirected
'19660';PND;Undirected
'19660';BSP;Undirected
'19660';CPH;Undirected
'19660';RIG;Undirected
'19660';JSG;Undirected
'19660';ROU;Undirected
'19660';CKP;Undirected
'19660';TATA;Undirected
'19660';KGP;Undirected
'19660';SRC;Undirected
'19660';SHM;Undirected
'19665';KURJ;Undirected
'19665';MBA;Undirected
'19665';KLAR;Undirected
'19665';HPP;Undirected
'19665';MRPR;Undirected
'19665';JHS;Undirected
'19665';DAA;Undirected
'19665';DBA;Undirected
'19665';GWL;Undirected
'19665';MRA;Undirected
'19665';DHO;Undirected
'19665';AGC;Undirected
'19665';IDH;Undirected
'19665';AH;Undirected
'19665';BTE;Undirected
'19665';NBI;Undirected
'19665';KL;Undirected
'19665';MURD;Undirected
'19665';BKI;Undirected
'19665';DO;Undirected
'19665';GADJ;Undirected
'19665';JP;Undirected
'19665';FL;Undirected
'19665';KSG;Undirected
'19665';AII;Undirected
'19665';BHL;Undirected
'19665';COR;Undirected
'19665';MVJ;Undirected
'19665';RPZ;Undirected
'19665';UDZ;Undirected
'19666';UDZ;Undirected
'19666';RPZ;Undirected
'19666';MVJ;Undirected
'19666';COR;Undirected
'19666';BHL;Undirected
'19666';AII;Undirected
'19666';KSG;Undirected
'19666';FL;Undirected
'19666';JP;Undirected
'19666';GADJ;Undirected
'19666';DO;Undirected
'19666';BKI;Undirected
'19666';MURD;Undirected
'19666';KL;Undirected
'19666';NBI;Undirected
'19666';BTE;Undirected
'19666';AH;Undirected
'19666';IDH;Undirected
'19666';AGC;Undirected
'19666';DHO;Undirected
'19666';MRA;Undirected
'19666';GWL;Undirected
'19666';DBA;Undirected
'19666';DAA;Undirected
'19666';JHS;Undirected
'19666';MRPR;Undirected
'19666';HPP;Undirected
'19666';KLAR;Undirected
'19666';MBA;Undirected
'19666';KURJ;Undirected
'19707';BDTS;Undirected
'19707';ADH;Undirected
'19707';BVI;Undirected
'19707';DRD;Undirected
'19707';VAPI;Undirected
'19707';NVS;Undirected
'19707';ST;Undirected
'19707';AKV;Undirected
'19707';BH;Undirected
'19707';BRC;Undirected
'19707';ANND;Undirected
'19707';ND;Undirected
'19707';ADI;Undirected
'19707';SBI;Undirected
'19707';KLL;Undirected
'19707';MSH;Undirected
'19707';UJA;Undirected
'19707';SID;Undirected
'19707';CHP;Undirected
'19707';PNU;Undirected
'19707';SIM;Undirected
'19707';ABR;Undirected
'19707';SRPJ;Undirected
'19707';SOH;Undirected
'19707';NANA;Undirected
'19707';MOI;Undirected
'19707';JWB;Undirected
'19707';FA;Undirected
'19707';RANI;Undirected
'19707';JAL;Undirected
'19707';SOS;Undirected
'19707';MJ;Undirected
'19707';SOD;Undirected
'19707';BER;Undirected
'19707';AII;Undirected
'19707';KSG;Undirected
'19707';NRI;Undirected
'19707';FL;Undirected
'19707';JOB;Undirected
'19707';JP;Undirected
'19708';JP;Undirected
'19708';JOB;Undirected
'19708';FL;Undirected
'19708';NRI;Undirected
'19708';KSG;Undirected
'19708';AII;Undirected
'19708';BER;Undirected
'19708';SOD;Undirected
'19708';MJ;Undirected
'19708';SOS;Undirected
'19708';JAL;Undirected
'19708';RANI;Undirected
'19708';FA;Undirected
'19708';JWB;Undirected
'19708';MOI;Undirected
'19708';KTR;Undirected
'19708';NANA;Undirected
'19708';SOH;Undirected
'19708';SRPJ;Undirected
'19708';ABR;Undirected
'19708';PNU;Undirected
'19708';CHP;Undirected
'19708';SID;Undirected
'19708';UJA;Undirected
'19708';MSH;Undirected
'19708';KLL;Undirected
'19708';SBI;Undirected
'19708';ADI;Undirected
'19708';ND;Undirected
'19708';ANND;Undirected
'19708';BRC;Undirected
'19708';BH;Undirected
'19708';AKV;Undirected
'19708';ST;Undirected
'19708';NVS;Undirected
'19708';VAPI;Undirected
'19708';DRD;Undirected
'19708';BVI;Undirected
'19708';ADH;Undirected
'19708';BDTS;Undirected
'19709';JP;Undirected
'19709';GADJ;Undirected
'19709';BKI;Undirected
'19709';BTE;Undirected
'19709';AH;Undirected
'19709';MTJ;Undirected
'19709';HTC;Undirected
'19709';KSJ;Undirected
'19709';FBD;Undirected
'19709';CPA;Undirected
'19709';CNB;Undirected
'19709';LKO;Undirected
'19709';FD;Undirected
'19709';AY;Undirected
'19709';MUR;Undirected
'19709';GKP;Undirected
'19709';DEOS;Undirected
'19709';BTT;Undirected
'19709';SV;Undirected
'19709';CPR;Undirected
'19709';HJP;Undirected
'19709';MFP;Undirected
'19709';SPJ;Undirected
'19709';BJU;Undirected
'19709';BGS;Undirected
'19709';KGG;Undirected
'19709';NNA;Undirected
'19709';KIR;Undirected
'19709';BOE;Undirected
'19709';KNE;Undirected
'19709';NJP;Undirected
'19709';DLO;Undirected
'19709';APDJ;Undirected
'19709';KOJ;Undirected
'19709';NBQ;Undirected
'19709';GLPT;Undirected
'19709';KYQ;Undirected
'19710';KYQ;Undirected
'19710';GLPT;Undirected
'19710';NBQ;Undirected
'19710';KOJ;Undirected
'19710';APDJ;Undirected
'19710';DLO;Undirected
'19710';NJP;Undirected
'19710';KNE;Undirected
'19710';BOE;Undirected
'19710';KIR;Undirected
'19710';NNA;Undirected
'19710';KGG;Undirected
'19710';BGS;Undirected
'19710';BJU;Undirected
'19710';SPJ;Undirected
'19710';MFP;Undirected
'19710';HJP;Undirected
'19710';CPR;Undirected
'19710';SV;Undirected
'19710';BTT;Undirected
'19710';DEOS;Undirected
'19710';GKP;Undirected
'19710';MUR;Undirected
'19710';AY;Undirected
'19710';FD;Undirected
'19710';LKO;Undirected
'19710';CNB;Undirected
'19710';CPA;Undirected
'19710';FBD;Undirected
'19710';KSJ;Undirected
'19710';HTC;Undirected
'19710';MTJ;Undirected
'19710';AH;Undirected
'19710';BTE;Undirected
'19710';BKI;Undirected
'19710';GADJ;Undirected
'19710';JP;Undirected
'19711';JP;Undirected
'19711';UJN;Undirected
'19711';KKU;Undirected
'19711';VRG;Undirected
'19711';JOB;Undirected
'19711';KDHA;Undirected
'19711';HDA;Undirected
'19711';UDM;Undirected
'19711';FL;Undirected
'19711';NRGR;Undirected
'19711';DWX;Undirected
'19711';NRI;Undirected
'19711';BLAX;Undirected
'19711';TL;Undirected
'19711';KSG;Undirected
'19711';MGG;Undirected
'19711';LMNR;Undirected
'19711';MDJN;Undirected
'19711';AII;Undirected
'19711';INDB;Undirected
'19711';NSD;Undirected
'19711';BDW;Undirected
'19711';BJNR;Undirected
'19711';BHL;Undirected
'19711';CNA;Undirected
'19711';COR;Undirected
'19711';NBH;Undirected
'19711';NMH;Undirected
'19711';PIP;Undirected
'19711';MDS;Undirected
'19711';JAO;Undirected
'19711';RTM;Undirected
'19711';KUH;Undirected
'19711';NAD;Undirected
'19711';UJN;Undirected
'19711';MKC;Undirected
'19711';BCH;Undirected
'19711';KSH;Undirected
'19711';AKD;Undirected
'19711';SJP;Undirected
'19711';KPP;Undirected
'19711';SEH;Undirected
'19711';BIH;Undirected
'19711';BPL;Undirected
'19712';BPL;Undirected
'19712';BIH;Undirected
'19712';SEH;Undirected
'19712';KPP;Undirected
'19712';SJP;Undirected
'19712';AKD;Undirected
'19712';KSH;Undirected
'19712';BCH;Undirected
'19712';MKC;Undirected
'19712';UJN;Undirected
'19712';NAD;Undirected
'19712';KUH;Undirected
'19712';RTM;Undirected
'19712';JAO;Undirected
'19712';MDS;Undirected
'19712';PIP;Undirected
'19712';NMH;Undirected
'19712';NBH;Undirected
'19712';COR;Undirected
'19712';CNA;Undirected
'19712';BHL;Undirected
'19712';BJNR;Undirected
'19712';BDW;Undirected
'19712';NSD;Undirected
'19712';AII;Undirected
'19712';MDJN;Undirected
'19712';KSG;Undirected
'19712';TL;Undirected
'19712';NRI;Undirected
'19712';FL;Undirected
'19712';HDA;Undirected
'19712';JOB;Undirected
'19712';KKU;Undirected
'19712';JP;Undirected
'19713';JP;Undirected
'19713';DPA;Undirected
'19713';BNLW;Undirected
'19713';SWM;Undirected
'19713';KOTA;Undirected
'19713';RMA;Undirected
'19713';NAD;Undirected
'19713';UJN;Undirected
'19713';BCH;Undirected
'19713';SJP;Undirected
'19713';SEH;Undirected
'19713';BPL;Undirected
'19713';HBJ;Undirected
'19713';ET;Undirected
'19713';BZU;Undirected
'19713';AMLA;Undirected
'19713';NRKR;Undirected
'19713';CNDB;Undirected
'19713';NAVI;Undirected
'19713';BD;Undirected
'19713';MZR;Undirected
'19713';AK;Undirected
'19713';WHM;Undirected
'19713';HNL;Undirected
'19713';PAU;Undirected
'19713';NED;Undirected
'19713';MUE;Undirected
'19713';BSX;Undirected
'19713';BSX;Undirected
'19713';NZB;Undirected
'19713';KMC;Undirected
'19713';MED;Undirected
'19713';MJF;Undirected
'19713';SC;Undirected
'19714';SC;Undirected
'19714';MED;Undirected
'19714';KMC;Undirected
'19714';NZB;Undirected
'19714';BSX;Undirected
'19714';MUE;Undirected
'19714';NED;Undirected
'19714';PAU;Undirected
'19714';HNL;Undirected
'19714';WHM;Undirected
'19714';AK;Undirected
'19714';MZR;Undirected
'19714';BD;Undirected
'19714';NAVI;Undirected
'19714';CNDB;Undirected
'19714';NRKR;Undirected
'19714';AMLA;Undirected
'19714';BZU;Undirected
'19714';ET;Undirected
'19714';HBJ;Undirected
'19714';BPL;Undirected
'19714';SEH;Undirected
'19714';SJP;Undirected
'19714';BCH;Undirected
'19714';UJN;Undirected
'19714';NAD;Undirected
'19714';RMA;Undirected
'19714';KOTA;Undirected
'19714';SWM;Undirected
'19714';BNLW;Undirected
'19714';DPA;Undirected
'19714';JP;Undirected
'19715';JP;Undirected
'19715';GADJ;Undirected
'19715';DO;Undirected
'19715';BKI;Undirected
'19715';KL;Undirected
'19715';NBI;Undirected
'19715';BTE;Undirected
'19715';AH;Undirected
'19715';MTJ;Undirected
'19715';MRT;Undirected
'19715';HTC;Undirected
'19715';KSJ;Undirected
'19715';FBD;Undirected
'19715';KJN;Undirected
'19715';CPA;Undirected
'19715';CNB;Undirected
'19715';LJN;Undirected
'19716';LJN;Undirected
'19716';CNB;Undirected
'19716';CPA;Undirected
'19716';KJN;Undirected
'19716';FBD;Undirected
'19716';KSJ;Undirected
'19716';HTC;Undirected
'19716';MRT;Undirected
'19716';MTJ;Undirected
'19716';AH;Undirected
'19716';BTE;Undirected
'19716';NBI;Undirected
'19716';KL;Undirected
'19716';BKI;Undirected
'19716';DO;Undirected
'19716';GADJ;Undirected
'19716';JP;Undirected
'19717';JP;Undirected
'19717';GADJ;Undirected
'19717';DO;Undirected
'19717';BKI;Undirected
'19717';RHG;Undirected
'19717';AWR;Undirected
'19717';KRH;Undirected
'19717';RE;Undirected
'19717';JHJ;Undirected
'19717';ROK;Undirected
'19717';JIND;Undirected
'19717';NRW;Undirected
'19717';KLE;Undirected
'19717';KKDE;Undirected
'19717';UMB;Undirected
'19717';CDG;Undirected
'19718';CDG;Undirected
'19718';UMB;Undirected
'19718';KKDE;Undirected
'19718';KLE;Undirected
'19718';NRW;Undirected
'19718';JIND;Undirected
